Index,Time Start,Time End,Dispersion Constant,Dispersion Error,Burst/Survey,Electric/Magnetic,Notes
553,44441.98024,44441.98024,1.064115578, ±1.032 ,Burst,Electric, 
553,44441.98024,44441.98024,0.920396652, ±0.959 ,Burst,Magnetic, 
554,44441.98024,44441.98024,1.008092487, ±1.004 ,Burst,Electric, 
555,44441.9815,44441.9815,0.906462406, ±0.952 ,Burst,Electric, 
556,44441.98243,44441.98243,1.319593101, ±1.149 ,Burst,Electric, 
556,44441.98243,44441.98243,1.779691424, ±1.334 ,Burst,Magnetic, 
557,44441.98287,44441.98287,1.209637608, ±1.100 ,Burst,Electric, 
557,44441.98287,44441.98287,1.16572545, ±1.080 ,Burst,Magnetic, 
558,44441.98319,44441.98319,0.714295573, ±0.845 ,Burst,Electric, 
558,44441.98319,44441.98319,0.826556515, ±0.909 ,Burst,Magnetic, 
559,44441.98515,44441.98515,0.648446439, ±0.805 ,Burst,Electric, 
559,44441.98515,44441.98515,0.879560418, ±0.938 ,Burst,Magnetic, 
560,44441.96272,44441.96272,1.85862466, ±1.363 ,Burst,Electric,"Another splotchy one, very present but specific frequencies not
"
560,44441.96272,44441.96272,1.907271036, ±1.381 ,Burst,Magnetic,"Another splotchy one, very present but specific frequencies not
"
561,44441.98515,44441.98515,0.935327488, ±0.967 ,Burst,Magnetic, 
562,44441.98529,44441.98529,0.8588624, ±0.927 ,Burst,Magnetic, 
563,44441.9853,44441.9853,4.061943629, ±2.015 ,Burst,Electric,"Magnetic doesn't really feel like it fits a shape
"
563,44441.9853,44441.9853,4.161151884, ±2.040 ,Burst,Magnetic,"Magnetic doesn't really feel like it fits a shape
"
564,44441.98547,44441.98547,0.95889123, ±0.979 ,Burst,Electric, 
564,44441.98547,44441.98547,1.292234987, ±1.137 ,Burst,Magnetic, 
565,44441.98572,44441.98572,1.399672511, ±1.183 ,Burst,Electric, 
566,44441.98597,44441.98597,0.905964556, ±0.952 ,Burst,Electric, 
567,44441.98597,44441.98597,1.922058537, ±1.386 ,Burst,Electric,"Another whistler echo
"
567,44441.98597,44441.98597,1.100259104, ±1.049 ,Burst,Magnetic,"Another whistler echo
"
568,44441.98615,44441.98615,0.771105708, ±0.878 ,Burst,Electric, 
568,44441.98615,44441.98615,0.631125231, ±0.794 ,Burst,Magnetic, 
569,44441.98632,44441.98632,1.024028234, ±1.012 ,Burst,Electric, 
570,44441.98646,44441.98646,0.647086363, ±0.804 ,Burst,Electric, 
571,44441.96272,44441.96272,1.604006157, ±1.266 ,Burst,Electric,"Another one where its right on top of another
"
571,44441.96272,44441.96272,1.840573937, ±1.357 ,Burst,Magnetic,"Another one where its right on top of another
"
572,44441.98646,44441.98646,1.132749639, ±1.064 ,Burst,Electric,"Another Whistler Echo
"
572,44441.98646,44441.98646,1.191719581, ±1.092 ,Burst,Magnetic,"Another Whistler Echo
"
573,44441.98662,44441.98662,1.028576327, ±1.014 ,Burst,Electric, 
573,44441.98662,44441.98662,1.474176776, ±1.214 ,Burst,Magnetic, 
574,44441.98734,44441.98734,3.678386102, ±1.918 ,Burst,Electric, 
574,44441.98734,44441.98734,3.031771695, ±1.741 ,Burst,Magnetic, 
575,44441.98749,44441.98749,0.983169219, ±0.992 ,Burst,Electric, 
575,44441.98749,44441.98749,0.821133754, ±0.906 ,Burst,Magnetic, 
576,44441.96277,44441.96277,1.581826795, ±1.258 ,Burst,Magnetic,"This one is just above the background noise, take with a grian of salt since I think it's just stronger background
"
577,44441.96277,44441.96277,1.608045974, ±1.268 ,Burst,Magnetic, 
578,44441.96277,44441.96277,1.13430137, ±1.065 ,Burst,Magnetic,"Not fully captured, but another one almost on top of another whistler
"
579,44441.96124,44441.96124,1.915523169, ±1.384 ,Burst,Electric, 
579,44441.96124,44441.96124,1.554668627, ±1.247 ,Burst,Magnetic, 
580,44441.96304,44441.96304,0.946297931, ±0.973 ,Burst,Electric, 
580,44441.96304,44441.96304,0.94363217, ±0.971 ,Burst,Magnetic, 
581,44441.96304,44441.96304,0.833765417, ±0.913 ,Burst,Electric, 
581,44441.96304,44441.96304,0.783972246, ±0.885 ,Burst,Magnetic, 
582,44441.96339,44441.96339,1.008792206, ±1.004 ,Burst,Electric, 
582,44441.96339,44441.96339,1.576867851, ±1.256 ,Burst,Magnetic, 
583,44441.96339,44441.96339,1.155673205, ±1.075 ,Burst,Electric,"Once again another whistler almost ontop of the previous. Almost like an echo
"
584,44441.96359,44441.96359,1.919215765, ±1.385 ,Burst,Electric, 
584,44441.96359,44441.96359,2.176291332, ±1.475 ,Burst,Magnetic, 
585,44441.96359,44441.96359,2.137303497, ±1.462 ,Burst,Electric,"Another echo, less certian this time though
"
585,44441.96359,44441.96359,2.46634743, ±1.570 ,Burst,Magnetic,"Another echo, less certian this time though
"
586,44441.96372,44441.96372,1.284646548, ±1.133 ,Burst,Electric, 
587,44441.96373,44441.96373,1.33661956, ±1.156 ,Burst,Electric,"The electric should be right, the magnetic is what matches the dispersion constant. There is another shape that looks like a whistler in the magnetic with a different dispersion constant
"
587,44441.96373,44441.96373,1.449198947, ±1.204 ,Burst,Magnetic,"The electric should be right, the magnetic is what matches the dispersion constant. There is another shape that looks like a whistler in the magnetic with a different dispersion constant
"
588,44441.96373,44441.96373,3.313965272, ±1.820 ,Burst,Magnetic, 
589,44441.96373,44441.96373,2.329424229, ±1.526 ,Burst,Electric,"Another echo ontop of a different whistler
"
590,44441.96161,44441.96161,1.206868577, ±1.099 ,Burst,Electric,"Magnetic is not that defined, electric is much more solid
"
590,44441.96161,44441.96161,0.904087966, ±0.951 ,Burst,Magnetic,"Magnetic is not that defined, electric is much more solid
"
591,44441.96385,44441.96385,2.610553651, ±1.616 ,Burst,Electric,"Whistler not fully captured
"
591,44441.96385,44441.96385,2.49506963, ±1.580 ,Burst,Magnetic,"Whistler not fully captured
"
592,44441.96395,44441.96395,1.931318368, ±1.390 ,Burst,Electric, 
592,44441.96395,44441.96395,1.374672925, ±1.172 ,Burst,Magnetic, 
593,44441.96395,44441.96395,1.106782149, ±1.052 ,Burst,Electric, 
593,44441.96395,44441.96395,1.296050445, ±1.138 ,Burst,Magnetic, 
594,44441.96396,44441.96396,1.828995436, ±1.352 ,Burst,Electric, 
594,44441.96396,44441.96396,1.895718411, ±1.377 ,Burst,Magnetic, 
595,44441.96412,44441.96412,0.873835766, ±0.935 ,Burst,Electric, 
596,44441.96412,44441.96412,1.074842263, ±1.037 ,Burst,Electric, 
597,44441.96427,44441.96427,1.447331236, ±1.203 ,Burst,Electric, 
597,44441.96427,44441.96427,1.659157719, ±1.288 ,Burst,Magnetic, 
598,44441.96427,44441.96427,4.164639944, ±2.041 ,Burst,Magnetic,"Another one that is very clearly same shape, but faint and in background. Shape shows up well with contrast but the power of this whistler is not that much greater
"
599,44441.96428,44441.96428,1.103659635, ±1.051 ,Burst,Electric, 
600,44441.96431,44441.96431,1.210640644, ±1.100 ,Burst,Electric,"Whistler not fully captured
"
601,44441.96161,44441.96161,1.637560612, ±1.280 ,Burst,Electric,"Likewise, electric is more defined than magnetic. Enough points exist to see the curve, but it is not continuous like electric
"
601,44441.96161,44441.96161,1.791356356, ±1.338 ,Burst,Magnetic,"Likewise, electric is more defined than magnetic. Enough points exist to see the curve, but it is not continuous like electric
"
602,44441.96434,44441.96434,1.406900501, ±1.186 ,Burst,Electric, 
602,44441.96434,44441.96434,1.727482597, ±1.314 ,Burst,Magnetic, 
603,44441.96457,44441.96457,1.802687203, ±1.343 ,Burst,Electric,"Not sure why whistlers disagree as much as they do, I'm guessing the magnetic compoennt is funky
"
603,44441.96457,44441.96457,2.522698281, ±1.588 ,Burst,Magnetic,"Not sure why whistlers disagree as much as they do, I'm guessing the magnetic compoennt is funky
"
604,44441.96464,44441.96464,1.132804787, ±1.064 ,Burst,Electric, 
605,44441.96479,44441.96479,2.701745358, ±1.644 ,Burst,Electric, 
606,44441.96479,44441.96479,1.281533554, ±1.132 ,Burst,Electric, 
607,44441.96479,44441.96479,2.035204759, ±1.427 ,Burst,Electric, 
608,44441.96497,44441.96497,1.134774568, ±1.065 ,Burst,Electric,"Trust the electric component more
"
608,44441.96497,44441.96497,0.85475859, ±0.925 ,Burst,Magnetic,"Trust the electric component more
"
609,44441.96497,44441.96497,1.002308329, ±1.001 ,Burst,Electric,"Another echo whistler
"
610,44441.96499,44441.96499,1.238793169, ±1.113 ,Burst,Electric, 
610,44441.96499,44441.96499,1.376889502, ±1.173 ,Burst,Magnetic, 
611,44441.96499,44441.96499,1.353241019, ±1.163 ,Burst,Electric,"Another echo whistler
"
611,44441.96499,44441.96499,1.608519362, ±1.268 ,Burst,Magnetic,"Another echo whistler
"
612,44441.96177,44441.96177,1.541769666, ±1.242 ,Burst,Electric, 
613,44441.96499,44441.96499,1.446511221, ±1.203 ,Burst,Electric, 
614,44441.96512,44441.96512,1.020058605, ±1.010 ,Burst,Electric, 
614,44441.96512,44441.96512,1.106948727, ±1.052 ,Burst,Magnetic, 
615,44441.96524,44441.96524,0.776472948, ±0.881 ,Burst,Electric,"Not sure why the difference in dispersion constants, both match a curve on data very well, but differ by a factor of 2
"
615,44441.96524,44441.96524,1.466960268, ±1.211 ,Burst,Magnetic,"Not sure why the difference in dispersion constants, both match a curve on data very well, but differ by a factor of 2
"
616,44441.96545,44441.96545,1.184402329, ±1.088 ,Burst,Magnetic, 
617,44441.96574,44441.96574,1.665599393, ±1.291 ,Burst,Electric, 
617,44441.96574,44441.96574,1.578550281, ±1.256 ,Burst,Magnetic, 
618,44441.96582,44441.96582,1.120965623, ±1.059 ,Burst,Electric,"Magnetic is good, electric has a feature which makes it very hard to see. Trust magnetic
"
618,44441.96582,44441.96582,1.336167232, ±1.156 ,Burst,Magnetic,"Magnetic is good, electric has a feature which makes it very hard to see. Trust magnetic
"
619,44441.96587,44441.96587,2.745568219, ±1.657 ,Burst,Electric,"Super large whistler. Seems a little off though, the shape doesn't quite match the function. High frequency part of whistler and lower frequency part just don't seem to transition 100%
"
620,44441.96624,44441.96624,0.736022798, ±0.858 ,Burst,Electric, 
621,44441.96639,44441.96639,1.472994014, ±1.214 ,Burst,Electric, 
621,44441.96639,44441.96639,1.697833942, ±1.303 ,Burst,Magnetic, 
622,44441.96645,44441.96645,1.110986704, ±1.054 ,Burst,Electric, 
623,44441.96193,44441.96193,0.49954073, ±0.707 ,Burst,Electric, 
623,44441.96193,44441.96193,0.473759092, ±0.688 ,Burst,Magnetic, 
624,44441.96648,44441.96648,1.453844593, ±1.206 ,Burst,Electric, 
624,44441.96648,44441.96648,1.920429372, ±1.386 ,Burst,Magnetic, 
625,44441.96657,44441.96657,2.702518697, ±1.644 ,Burst,Electric,"Another really big whistler
"
626,44441.96664,44441.96664,3.725367407, ±1.930 ,Burst,Electric,"Whistler not fully captured, also another large one
"
627,44441.96668,44441.96668,0.732698342, ±0.856 ,Burst,Electric, 
627,44441.96668,44441.96668,0.868238382, ±0.932 ,Burst,Magnetic, 
628,44441.96674,44441.96674,3.403359131, ±1.845 ,Burst,Electric, 
629,44441.96692,44441.96692,1.227108483, ±1.108 ,Burst,Electric, 
629,44441.96692,44441.96692,1.458680476, ±1.208 ,Burst,Magnetic, 
630,44441.96699,44441.96699,0.623781264, ±0.790 ,Burst,Electric, 
630,44441.96699,44441.96699,0.933663122, ±0.966 ,Burst,Magnetic, 
631,44441.96722,44441.96722,1.456642283, ±1.207 ,Burst,Electric, 
631,44441.96722,44441.96722,1.471363807, ±1.213 ,Burst,Magnetic, 
632,44441.96723,44441.96723,1.357143873, ±1.165 ,Burst,Electric, 
633,44441.96725,44441.96725,1.755676736, ±1.325 ,Burst,Electric, 
634,44441.96193,44441.96193,1.382741677, ±1.176 ,Burst,Electric,"Magnetic is there, but kinda undefinable. Very blobby. 
"
634,44441.96193,44441.96193,1.63240988, ±1.278 ,Burst,Magnetic,"Magnetic is there, but kinda undefinable. Very blobby. 
"
635,44441.96726,44441.96726,1.317505815, ±1.148 ,Burst,Electric, 
635,44441.96726,44441.96726,1.456049992, ±1.207 ,Burst,Magnetic, 
636,44441.96731,44441.96731,0.771797274, ±0.879 ,Burst,Electric, 
636,44441.96731,44441.96731,0.764045599, ±0.874 ,Burst,Magnetic, 
637,44441.96731,44441.96731,1.365313249, ±1.168 ,Burst,Electric,"Less sure of, err on electric over magnetic
"
637,44441.96731,44441.96731,1.60078223, ±1.265 ,Burst,Magnetic,"Less sure of, err on electric over magnetic
"
638,44441.96736,44441.96736,1.395662286, ±1.181 ,Burst,Electric, 
639,44441.96738,44441.96738,1.166802505, ±1.080 ,Burst,Electric, 
640,44441.96756,44441.96756,1.089937564, ±1.044 ,Burst,Electric, 
641,44441.96759,44441.96759,1.300548799, ±1.140 ,Burst,Electric, 
641,44441.96759,44441.96759,1.447045659, ±1.203 ,Burst,Magnetic, 
642,44441.96769,44441.96769,1.505597415, ±1.227 ,Burst,Electric,"This one is not as continuous in shape, but the intensity peaks fit the curve
"
643,44441.96769,44441.96769,1.313890508, ±1.146 ,Burst,Electric,"This one is not as continuous in shape, but the intensity peaks fit the curve
"
644,44441.96784,44441.96784,0.534975022, ±0.731 ,Burst,Electric, 
645,44441.96213,44441.96213,0.656871845, ±0.810 ,Burst,Electric, 
646,44441.96784,44441.96784,1.322159828, ±1.150 ,Burst,Electric, 
646,44441.96784,44441.96784,1.279894892, ±1.131 ,Burst,Magnetic, 
647,44441.96793,44441.96793,1.710736552, ±1.308 ,Burst,Electric,"Not sure the reason for the disparity
"
647,44441.96793,44441.96793,1.35245678, ±1.163 ,Burst,Magnetic,"Not sure the reason for the disparity
"
648,44441.96802,44441.96802,1.262733765, ±1.124 ,Burst,Electric,"The low frequencies seem to deviate from the expected curve, matched higher frequencies where the shape is
"
648,44441.96802,44441.96802,1.106952593, ±1.052 ,Burst,Magnetic,"The low frequencies seem to deviate from the expected curve, matched higher frequencies where the shape is
"
649,44441.96806,44441.96806,1.17907755, ±1.086 ,Burst,Electric,"Really noisy
"
650,44441.96816,44441.96816,1.382735427, ±1.176 ,Burst,Electric,"Trust electric more
"
650,44441.96816,44441.96816,1.172064873, ±1.083 ,Burst,Magnetic,"Trust electric more
"
651,44441.96822,44441.96822,1.376082148, ±1.173 ,Burst,Electric, 
651,44441.96822,44441.96822,1.352807807, ±1.163 ,Burst,Magnetic, 
652,44441.96836,44441.96836,0.615937706, ±0.785 ,Burst,Electric, 
652,44441.96836,44441.96836,0.413275812, ±0.643 ,Burst,Magnetic, 
653,44441.96841,44441.96841,0.601431142, ±0.776 ,Burst,Electric,"Whistler not fully captured
"
653,44441.96841,44441.96841,0.676008755, ±0.822 ,Burst,Magnetic,"Whistler not fully captured
"
654,44441.96845,44441.96845,1.770498894, ±1.331 ,Burst,Electric, 
654,44441.96845,44441.96845,1.814403779, ±1.347 ,Burst,Magnetic, 
655,44441.96854,44441.96854,1.446522971, ±1.203 ,Burst,Electric,"Magnetic has a large spike artifact
"
656,44441.96236,44441.96236,2.074395976, ±1.440 ,Burst,Electric, 
656,44441.96236,44441.96236,1.619842411, ±1.273 ,Burst,Magnetic, 
657,44441.9686,44441.9686,1.393804945, ±1.181 ,Burst,Electric, 
658,44441.96865,44441.96865,1.440082967, ±1.200 ,Burst,Electric,"Not sure why the dispartiy between dispersion constants, both match their shape really well
"
658,44441.96865,44441.96865,2.000638193, ±1.414 ,Burst,Magnetic,"Not sure why the dispartiy between dispersion constants, both match their shape really well
"
659,44441.96868,44441.96868,1.348087355, ±1.161 ,Burst,Electric, 
659,44441.96868,44441.96868,1.297008725, ±1.139 ,Burst,Magnetic, 
660,44441.96876,44441.96876,1.533920738, ±1.239 ,Burst,Electric, 
661,44441.96881,44441.96881,1.37613489, ±1.173 ,Burst,Electric, 
661,44441.96881,44441.96881,0.97992754, ±0.990 ,Burst,Magnetic, 
662,44441.96889,44441.96889,1.418100905, ±1.191 ,Burst,Electric,"The magnetic isnt really that present, trust electric more
"
662,44441.96889,44441.96889,1.621022444, ±1.273 ,Burst,Magnetic,"The magnetic isnt really that present, trust electric more
"
663,44441.96896,44441.96896,1.012719524, ±1.006 ,Burst,Electric, 
664,44441.96897,44441.96897,1.259011612, ±1.122 ,Burst,Electric, 
665,44441.96912,44441.96912,0.596326415, ±0.772 ,Burst,Electric, 
666,44441.96917,44441.96917,0.777035529, ±0.881 ,Burst,Electric, 
666,44441.96917,44441.96917,0.67988146, ±0.825 ,Burst,Magnetic, 
667,44441.88663,44441.88663,7.679406674, ±2.771 ,Burst,Magnetic, 
668,44441.88663,44441.88663,6.461810325, ±2.542 ,Burst,Magnetic, 
669,44195.92211,44195.92212,1.465090575, ±1.210 ,Burst,Electric, 
669,44195.92211,44195.92212,1.433862199, ±1.197 ,Burst,Magnetic, 
670,44195.92508,44195.92509,3.110041485, ±1.764 ,Burst,Electric, 
670,44195.92508,44195.92509,3.130017213, ±1.769 ,Burst,Magnetic, 
671,44195.93626,44195.93626,0.481076466, ±0.694 ,Burst,Magnetic, 
672,44195.93722,44195.93722,0.905030067, ±0.951 ,Burst,Electric, 
672,44195.93722,44195.93722,1.001862417, ±1.001 ,Burst,Magnetic, 
673,44195.93726,44195.93726,0.569606289, ±0.755 ,Burst,Electric, 
673,44195.93726,44195.93726,0.59040942, ±0.768 ,Burst,Magnetic, 
674,44195.93729,44195.9373,0.677278561, ±0.823 ,Burst,Electric, 
674,44195.93729,44195.9373,0.507989334, ±0.713 ,Burst,Magnetic, 
675,44195.93749,44195.93749,1.404858303, ±1.185 ,Burst,Electric, 
675,44195.93749,44195.93749,1.52134787, ±1.233 ,Burst,Magnetic, 
676,44195.93755,44195.93755,1.222480557, ±1.106 ,Burst,Electric, 
676,44195.93755,44195.93755,1.22197605, ±1.105 ,Burst,Magnetic, 
677,44195.93755,44195.93755,0.95616281, ±0.978 ,Burst,Electric, 
677,44195.93755,44195.93755,1.037021552, ±1.018 ,Burst,Magnetic, 
678,44195.9376,44195.9376,0.699681011, ±0.836 ,Burst,Electric, 
678,44195.9376,44195.9376,0.771657283, ±0.878 ,Burst,Magnetic, 
679,44195.93777,44195.93777,0.705344105, ±0.840 ,Burst,Electric, 
680,44195.93793,44195.93793,0.788099263, ±0.888 ,Burst,Electric, 
680,44195.93793,44195.93793,0.728421768, ±0.853 ,Burst,Magnetic, 
681,44195.926,44195.926,0.623630184, ±0.790 ,Burst,Electric, 
682,44195.93796,44195.93796,0.640909428, ±0.801 ,Burst,Electric, 
682,44195.93796,44195.93796,0.744734433, ±0.863 ,Burst,Magnetic, 
683,44195.93833,44195.93833,1.217054068, ±1.103 ,Burst,Electric, 
683,44195.93833,44195.93833,1.128403216, ±1.062 ,Burst,Magnetic, 
684,44195.93834,44195.93834,0.850692829, ±0.922 ,Burst,Electric, 
684,44195.93834,44195.93834,0.751890005, ±0.867 ,Burst,Magnetic, 
685,44195.93851,44195.93851,0.715048094, ±0.846 ,Burst,Electric, 
685,44195.93851,44195.93851,0.774708189, ±0.880 ,Burst,Magnetic, 
686,44195.93851,44195.93851,0.609171973, ±0.780 ,Burst,Electric, 
687,44195.9388,44195.9388,0.603882419, ±0.777 ,Burst,Electric, 
687,44195.9388,44195.9388,0.66183941, ±0.814 ,Burst,Magnetic, 
688,44195.93896,44195.93896,0.55910475, ±0.748 ,Burst,Electric, 
689,44195.93906,44195.93906,0.432717154, ±0.658 ,Burst,Electric, 
690,44195.93916,44195.93916,0.843888771, ±0.919 ,Burst,Electric,"Whistler not fully captured
"
690,44195.93916,44195.93916,0.824639678, ±0.908 ,Burst,Magnetic,"Whistler not fully captured
"
691,44195.93932,44195.93932,1.112487696, ±1.055 ,Burst,Electric, 
691,44195.93932,44195.93932,1.12428794, ±1.060 ,Burst,Magnetic, 
692,44195.92657,44195.92657,0.876383458, ±0.936 ,Burst,Electric, 
693,44195.93936,44195.93936,0.699992479, ±0.837 ,Burst,Electric, 
694,44195.93947,44195.93947,1.01464314, ±1.007 ,Burst,Electric, 
695,44195.93953,44195.93953,0.818444093, ±0.905 ,Burst,Electric, 
696,44195.93955,44195.93955,0.668187949, ±0.817 ,Burst,Electric, 
696,44195.93955,44195.93955,0.798501077, ±0.894 ,Burst,Magnetic, 
697,44195.93969,44195.93969,0.671830822, ±0.820 ,Burst,Electric, 
697,44195.93969,44195.93969,0.753788794, ±0.868 ,Burst,Magnetic, 
698,44195.93969,44195.93969,1.016425431, ±1.008 ,Burst,Electric,"Trust magnetic component more,electric doesn't have as many datapoints
"
698,44195.93969,44195.93969,0.843437118, ±0.918 ,Burst,Magnetic,"Trust magnetic component more,electric doesn't have as many datapoints
"
699,44195.93978,44195.93978,0.536411235, ±0.732 ,Burst,Electric, 
700,44195.93987,44195.93987,0.727762059, ±0.853 ,Burst,Electric, 
700,44195.93987,44195.93987,0.834594213, ±0.914 ,Burst,Magnetic, 
701,44195.94005,44195.94005,0.543661388, ±0.737 ,Burst,Electric, 
701,44195.94005,44195.94005,0.528794949, ±0.727 ,Burst,Magnetic, 
702,44195.94005,44195.94005,0.7846994, ±0.886 ,Burst,Electric, 
702,44195.94005,44195.94005,0.813605372, ±0.902 ,Burst,Magnetic, 
703,44195.92705,44195.92705,1.857443295, ±1.363 ,Burst,Electric, 
704,44195.94005,44195.94005,0.628672697, ±0.793 ,Burst,Electric, 
704,44195.94005,44195.94005,0.768776611, ±0.877 ,Burst,Magnetic, 
705,44195.94005,44195.94005,0.543447405, ±0.737 ,Burst,Electric, 
705,44195.94005,44195.94005,0.523204323, ±0.723 ,Burst,Magnetic, 
706,44195.94005,44195.94006,1.017843371, ±1.009 ,Burst,Electric,"There should be a magnetic component, but nothing seems to match close enough
"
707,44195.94006,44195.94006,0.620380203, ±0.788 ,Burst,Electric,"Whistler not fully captured
"
707,44195.94006,44195.94006,0.645859291, ±0.804 ,Burst,Magnetic,"Whistler not fully captured
"
708,44195.94039,44195.94039,0.823717811, ±0.908 ,Burst,Electric, 
708,44195.94039,44195.94039,0.867264446, ±0.931 ,Burst,Magnetic, 
709,44195.94043,44195.94043,0.688559527, ±0.830 ,Burst,Electric,"Whistler not fully captured
"
709,44195.94043,44195.94043,0.713511157, ±0.845 ,Burst,Magnetic,"Whistler not fully captured
"
710,44195.94047,44195.94047,1.025707208, ±1.013 ,Burst,Electric, 
710,44195.94047,44195.94047,0.952139758, ±0.976 ,Burst,Magnetic, 
711,44195.94047,44195.94049,0.879103338, ±0.938 ,Burst,Electric, 
711,44195.94047,44195.94049,0.926555592, ±0.963 ,Burst,Magnetic, 
712,44195.94047,44195.94049,0.75241852, ±0.867 ,Burst,Electric, 
712,44195.94047,44195.94049,0.731315961, ±0.855 ,Burst,Magnetic, 
713,44195.94067,44195.94067,0.660725686, ±0.813 ,Burst,Electric, 
713,44195.94067,44195.94067,0.714056148, ±0.845 ,Burst,Magnetic, 
714,44195.92766,44195.92766,0.589988148, ±0.768 ,Burst,Electric, 
715,44195.94094,44195.94095,0.668871296, ±0.818 ,Burst,Electric, 
715,44195.94094,44195.94095,0.582828622, ±0.763 ,Burst,Magnetic, 
716,44195.941,44195.941,0.624240583, ±0.790 ,Burst,Electric,"I just don't know why these arent agreeing. This whole time block is weird with magnetic and electric agreement, it's always ~.1-.2 off, which is ~10%. And it keeps going between ~.5 and 1 D
"
716,44195.941,44195.941,0.866388696, ±0.931 ,Burst,Magnetic,"I just don't know why these arent agreeing. This whole time block is weird with magnetic and electric agreement, it's always ~.1-.2 off, which is ~10%. And it keeps going between ~.5 and 1 D
"
717,44195.94103,44195.94103,0.929695554, ±0.964 ,Burst,Electric, 
717,44195.94103,44195.94103,0.975104455, ±0.987 ,Burst,Magnetic, 
718,44195.94119,44195.94119,0.705242398, ±0.840 ,Burst,Electric, 
718,44195.94119,44195.94119,0.674623166, ±0.821 ,Burst,Magnetic, 
719,44195.94119,44195.94119,0.91945201, ±0.959 ,Burst,Electric, 
719,44195.94119,44195.94119,0.866207549, ±0.931 ,Burst,Magnetic, 
720,44195.94119,44195.9412,0.874934828, ±0.935 ,Burst,Electric, 
721,44195.9412,44195.9412,0.73284442, ±0.856 ,Burst,Electric, 
721,44195.9412,44195.9412,0.695863894, ±0.834 ,Burst,Magnetic, 
722,44195.94148,44195.94148,0.88865419, ±0.943 ,Burst,Electric, 
723,44195.9417,44195.9417,1.053925024, ±1.027 ,Burst,Electric,"This has large high frequency action, and a noise region at lower frequencies
"
723,44195.9417,44195.9417,1.057141934, ±1.028 ,Burst,Magnetic,"This has large high frequency action, and a noise region at lower frequencies
"
724,44195.94176,44195.94176,0.769117039, ±0.877 ,Burst,Electric, 
724,44195.94176,44195.94176,0.725749227, ±0.852 ,Burst,Magnetic, 
725,44195.92786,44195.92787,3.138640986, ±1.772 ,Burst,Electric,"Unfortunetly, some large diagonal artifact in data. I'm guessing this is the whistler, but not guarenteed
"
726,44195.94188,44195.94188,0.683007342, ±0.826 ,Burst,Electric, 
726,44195.94188,44195.94188,0.771364105, ±0.878 ,Burst,Magnetic, 
727,44195.94198,44195.94198,0.897329096, ±0.947 ,Burst,Electric, 
727,44195.94198,44195.94198,0.918845667, ±0.959 ,Burst,Magnetic, 
728,44195.94198,44195.94198,0.841672509, ±0.917 ,Burst,Electric, 
729,44195.94198,44195.94198,1.18097216, ±1.087 ,Burst,Electric,"There's definitly one here, I just cannot seem to figure it out. Redo
"
729,44195.94198,44195.94198,1.646078811, ±1.283 ,Burst,Magnetic,"There's definitly one here, I just cannot seem to figure it out. Redo
"
730,44195.942,44195.942,0.905229113, ±0.951 ,Burst,Electric, 
730,44195.942,44195.942,0.894785372, ±0.946 ,Burst,Magnetic, 
731,44195.94212,44195.94213,0.693477799, ±0.833 ,Burst,Electric, 
731,44195.94212,44195.94213,0.73878884, ±0.860 ,Burst,Magnetic, 
732,44195.94228,44195.94228,0.758175718, ±0.871 ,Burst,Electric, 
732,44195.94228,44195.94228,0.76946702, ±0.877 ,Burst,Magnetic, 
733,44195.94231,44195.94233,0.691981144, ±0.832 ,Burst,Electric, 
733,44195.94231,44195.94231,0.621946587, ±0.789 ,Burst,Magnetic, 
734,44195.9424,44195.9424,0.731845894, ±0.855 ,Burst,Electric, 
734,44195.9424,44195.9424,0.813675331, ±0.902 ,Burst,Magnetic, 
735,44195.94263,44195.94263,0.644655229, ±0.803 ,Burst,Electric,"This is the start of  great whistler shower, and it should be noted that in a couple minutes we have a longer dispersion whistler too. Look at in future
"
735,44195.94263,44195.94263,0.526755543, ±0.726 ,Burst,Magnetic,"This is the start of  great whistler shower, and it should be noted that in a couple minutes we have a longer dispersion whistler too. Look at in future
"
736,44195.92854,44195.92854,0.40222153, ±0.634 ,Burst,Electric, 
737,44195.94263,44195.94264,0.865760779, ±0.930 ,Burst,Electric, 
737,44195.94263,44195.94264,0.958314385, ±0.979 ,Burst,Magnetic, 
738,44195.94264,44195.94264,0.723543114, ±0.851 ,Burst,Electric, 
738,44195.94264,44195.94264,0.780772079, ±0.884 ,Burst,Magnetic, 
739,44195.94264,44195.94264,0.86463471, ±0.930 ,Burst,Magnetic, 
740,44195.94264,44195.94264,0.580649592, ±0.762 ,Burst,Electric, 
741,44195.94264,44195.94264,0.953085678, ±0.976 ,Burst,Electric, 
741,44195.94264,44195.94264,1.016922625, ±1.008 ,Burst,Magnetic, 
742,44195.94288,44195.94288,0.686955492, ±0.829 ,Burst,Electric, 
742,44195.94288,44195.94288,0.635386592, ±0.797 ,Burst,Magnetic, 
743,44195.94297,44195.94297,0.621401191, ±0.788 ,Burst,Electric, 
743,44195.94297,44195.94297,0.697781758, ±0.835 ,Burst,Magnetic, 
744,44195.94297,44195.94297,0.439678454, ±0.663 ,Burst,Electric, 
745,44195.94301,44195.94301,0.898321077, ±0.948 ,Burst,Electric, 
745,44195.94301,44195.94301,0.945494746, ±0.972 ,Burst,Magnetic, 
